PRICE_LIST	LIST_PRICE	DISCOUNT_TYPE	DISCOUNT_RATE	COMMISSION_POINTS	COMMISSION_VOLUME	PRODUCT_NUMBER	PRODUCT_CLASS	CATEGORY_NAME	PRODUCT_DESCRIPTION	IMAGE_FILENAME_LARGE	PRODUCT_LONG_DESCRIPTION	EOL:EOL
Consultant	42	P	20%	42	42	6361165	Promotional Products	PCTOP	Small Twist Basket and Protector Set Black	6361165.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Made in the U.S.A. Includes Basket (5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.) and Protector.	EOL:EOL
Employee	42	P	20%	42	42	6361165	Promotional Products	PCTOP	Small Twist Basket and Protector Set Black	6361165.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Made in the U.S.A. Includes Basket (5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.) and Protector.	EOL:EOL
Customer	42		0%	42	42	6361165	Promotional Products	PCTOP	Small Twist Basket and Protector Set Black	6361165.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Made in the U.S.A. Includes Basket (5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.) and Protector.	EOL:EOL
Consultant	42	P	20%	42	42	6361139	Promotional Products	PCTOP	Small Twist Basket and Protector Set Warm Brown	6361139.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Made in the U.S.A. Includes Basket (5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.) and Protector.	EOL:EOL
Employee	42	P	20%	42	42	6361139	Promotional Products	PCTOP	Small Twist Basket and Protector Set Warm Brown	6361139.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Made in the U.S.A. Includes Basket (5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.) and Protector.	EOL:EOL
Customer	42		0%	42	42	6361139	Promotional Products	PCTOP	Small Twist Basket and Protector Set Warm Brown	6361139.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Made in the U.S.A. Includes Basket (5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.) and Protector.	EOL:EOL
Consultant	36	P	20%	36	36	1335515	Promotional Products	PCTOP	Small Twist Basket Vintage	1335515.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Protector available separately. Made in the U.S.A. 5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.	EOL:EOL
Employee	36	P	20%	36	36	1335515	Promotional Products	PCTOP	Small Twist Basket Vintage	1335515.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Protector available separately. Made in the U.S.A. 5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.	EOL:EOL
Customer	36		0%	36	36	1335515	Promotional Products	PCTOP	Small Twist Basket Vintage	1335515.jpg	This must have Small Twist Basket Set, designed to look great all fall – from Halloween through Thanksgiving is the perfect for size for candy and treats on your counter top, dips, salsa, nuts and small snacks or a few miniature pumpkins and gourds on your coffee table. Our Twist Baskets are one of our most innovative shapes – a square bottom and a square top – twisted to make this unique shape. Protector available separately. Made in the U.S.A. 5 1/2"l x 5 1/2"w x 3 1/4"h; Rec. Wt. Use: 3 lbs.	EOL:EOL
Consultant	69		0%	69	0	S1332039	Sample Products	PCTOP	Oval Bouquet Basket Warm Brown	S1332039.jpg	10"l x 6"h x 7 1/2"h; Rec. Wt. Use: 12 lbs.; Available through 8/31/16	EOL:EOL
Consultant	8	P	25%	8	8	40836	Core Products	PCTOP	Collector Club 2016 Member Protector	unavailable.jpg		EOL:EOL
Employee	8	P	50%	8	8	40836	Core Products	PCTOP	Collector Club 2016 Member Protector	unavailable.jpg		EOL:EOL
Customer	8		0%	8	8	40836	Core Products	PCTOP	Collector Club 2016 Member Protector	unavailable.jpg		EOL:EOL
Consultant	79	P	25%	79	79	13222	Core Products	PCTOP	NEW! Tall Round Wall Cubby	13222.jpg	The coolest baskets around. The Wall Cubbys are the simple way to show off your stuff in style. 7"d x 8"h; Rec. Wt. Use: 5 lbs.	EOL:EOL
Employee	79	P	50%	79	79	13222	Core Products	PCTOP	NEW! Tall Round Wall Cubby	13222.jpg	The coolest baskets around. The Wall Cubbys are the simple way to show off your stuff in style. 7"d x 8"h; Rec. Wt. Use: 5 lbs.	EOL:EOL
Customer	79		0%	79	79	13222	Core Products	PCTOP	NEW! Tall Round Wall Cubby	13222.jpg	The coolest baskets around. The Wall Cubbys are the simple way to show off your stuff in style. 7"d x 8"h; Rec. Wt. Use: 5 lbs.	EOL:EOL
Consultant	95	P	25%	95	95	1322743	Core Products	PCTOP	Collectors Club Farm Miniature Apple Basket Fall Weave	1322743.jpg	The third basket in the Collectors Club Farm Miniature Collection, the Apple Basket is one of the original designs created by J.W. Longaberger for the good people and local farmers around Dresden, Ohio. The beautiful and unique miniatures are created by our skilled basketmakers just like J.W. did, one at a time and by hand. Available through December 31, 2016. Made in the U.S.A. 5"d x 3 1/4"h	EOL:EOL
Employee	95	P	50%	95	95	1322743	Core Products	PCTOP	Collectors Club Farm Miniature Apple Basket Fall Weave	1322743.jpg	The third basket in the Collectors Club Farm Miniature Collection, the Apple Basket is one of the original designs created by J.W. Longaberger for the good people and local farmers around Dresden, Ohio. The beautiful and unique miniatures are created by our skilled basketmakers just like J.W. did, one at a time and by hand. Available through December 31, 2016. Made in the U.S.A. 5"d x 3 1/4"h	EOL:EOL
Customer	95		%	95	95	1322743	Core Products	PCTOP	Collectors Club Farm Miniature Apple Basket Fall Weave	1322743.jpg	The third basket in the Collectors Club Farm Miniature Collection, the Apple Basket is one of the original designs created by J.W. Longaberger for the good people and local farmers around Dresden, Ohio. The beautiful and unique miniatures are created by our skilled basketmakers just like J.W. did, one at a time and by hand. Available through December 31, 2016. Made in the U.S.A. 5"d x 3 1/4"h	EOL:EOL
Consultant	85	P	20%	85	85	6346215	Promotional Products	PCTOP	Iowa Cake Basket	6346215.jpg	Offered during our special event in Iowa, this beautiful, commemorative basket is available for a limited time. Iowa residents joined us for a special gathering with John Rochon, Jr., everything Longaberger and the opportunity to purchase this very special basket. We've heard your requests to make it available to Iowans everywhere, and Iowans at heart, so we are! Our Classic Warm Brown Cake Basket woven with Whitewashed weaving and shoestring weaves in Bold Red, Royal Blue and Vintage stain finished with a Whitewashed band and Vintage trim strip. Made in America. Includes WoodCrafts Small Riser. Made in the U.S.A. 12"l x 12"w x 6"h; Rec. Wt. Use: 30 lbs. Not available with Host Benefits.	EOL:EOL
Employee	85	P	20%	85	85	6346215	Promotional Products	PCTOP	Iowa Cake Basket	6346215.jpg	Offered during our special event in Iowa, this beautiful, commemorative basket is available for a limited time. Iowa residents joined us for a special gathering with John Rochon, Jr., everything Longaberger and the opportunity to purchase this very special basket. We've heard your requests to make it available to Iowans everywhere, and Iowans at heart, so we are! Our Classic Warm Brown Cake Basket woven with Whitewashed weaving and shoestring weaves in Bold Red, Royal Blue and Vintage stain finished with a Whitewashed band and Vintage trim strip. Made in America. Includes WoodCrafts Small Riser. Made in the U.S.A. 12"l x 12"w x 6"h; Rec. Wt. Use: 30 lbs. Not available with Host Benefits.	EOL:EOL
Customer	85		0%	85	85	6346215	Promotional Products	PCTOP	Iowa Cake Basket	6346215.jpg	Offered during our special event in Iowa, this beautiful, commemorative basket is available for a limited time. Iowa residents joined us for a special gathering with John Rochon, Jr., everything Longaberger and the opportunity to purchase this very special basket. We've heard your requests to make it available to Iowans everywhere, and Iowans at heart, so we are! Our Classic Warm Brown Cake Basket woven with Whitewashed weaving and shoestring weaves in Bold Red, Royal Blue and Vintage stain finished with a Whitewashed band and Vintage trim strip. Made in America. Includes WoodCrafts Small Riser. Made in the U.S.A. 12"l x 12"w x 6"h; Rec. Wt. Use: 30 lbs. Not available with Host Benefits.	EOL:EOL
Consultant	15	P	20%	15	15	6346308	Promotional Products	PCTOP	Iowa License Plate WoodCrafts Tie-On	6346308.jpg	The finishing touch to your beautiful Iowa Cake Basket or any basket! You'll want several to use as gift toppers or add to your Christmas ornament collection. 4"l x 2 1/4"w. Not available with Host Benefits.	EOL:EOL
Employee	15	P	20%	15	15	6346308	Promotional Products	PCTOP	Iowa License Plate WoodCrafts Tie-On	6346308.jpg	The finishing touch to your beautiful Iowa Cake Basket or any basket! You'll want several to use as gift toppers or add to your Christmas ornament collection. 4"l x 2 1/4"w. Not available with Host Benefits.	EOL:EOL
Customer	15		0%	15	15	6346308	Promotional Products	PCTOP	Iowa License Plate WoodCrafts Tie-On	6346308.jpg	The finishing touch to your beautiful Iowa Cake Basket or any basket! You'll want several to use as gift toppers or add to your Christmas ornament collection. 4"l x 2 1/4"w. Not available with Host Benefits.	EOL:EOL
Consultant	89	P	20%	89	89	1329777	Promotional Products	PCTOP	Summer Tote Red & Yellow	1329777.jpg	Personal and portable! Pick your favorite color combo for the season and let the fun begin! Strong nylon webbing with traditional maple upsplints create a lightweight Summer Tote that can keep up with you wherever life takes you. Made in the U.S.A. Protector available separately. 16"l x 6 1/2"w x 10 1/2"h; Rec. Wt. Use: 20 lbs.; 12" strap drop; nylon handles reinforced with leather.	EOL:EOL
Employee	89	P	20%	89	89	1329777	Promotional Products	PCTOP	Summer Tote Red & Yellow	1329777.jpg	Personal and portable! Pick your favorite color combo for the season and let the fun begin! Strong nylon webbing with traditional maple upsplints create a lightweight Summer Tote that can keep up with you wherever life takes you. Made in the U.S.A. Protector available separately. 16"l x 6 1/2"w x 10 1/2"h; Rec. Wt. Use: 20 lbs.; 12" strap drop; nylon handles reinforced with leather.	EOL:EOL
Customer	89		0%	89	89	1329777	Promotional Products	PCTOP	Summer Tote Red & Yellow	1329777.jpg	Personal and portable! Pick your favorite color combo for the season and let the fun begin! Strong nylon webbing with traditional maple upsplints create a lightweight Summer Tote that can keep up with you wherever life takes you. Made in the U.S.A. Protector available separately. 16"l x 6 1/2"w x 10 1/2"h; Rec. Wt. Use: 20 lbs.; 12" strap drop; nylon handles reinforced with leather.	EOL:EOL
Consultant	10	P	20%	10	10	6360969	Promotional Products	PCTOP	WoodCrafts EMS Tie-On with Sharpie	6360969.jpg	Designed in the shape of the EMS emblem, the Star of Life, this WoodCrafts Tie-On comes with a Sharpie signing pen. We encourage you to write a note on the Tie-On or bottom of the Basket to tell your EMS professional how much you appreciate their service on healthcare's front line. Perfect to write your sentiment on the back to show your respect and appreciation. $.50 from each Tie-On sold will go to the Fallen EMS Memorial Foundation. Made in the U.S.A. 2 1/2"l x 2 1/2"w	EOL:EOL
Employee	10	P	20%	10	10	6360969	Promotional Products	PCTOP	WoodCrafts EMS Tie-On with Sharpie	6360969.jpg	Designed in the shape of the EMS emblem, the Star of Life, this WoodCrafts Tie-On comes with a Sharpie signing pen. We encourage you to write a note on the Tie-On or bottom of the Basket to tell your EMS professional how much you appreciate their service on healthcare's front line. Perfect to write your sentiment on the back to show your respect and appreciation. $.50 from each Tie-On sold will go to the Fallen EMS Memorial Foundation. Made in the U.S.A. 2 1/2"l x 2 1/2"w	EOL:EOL
Customer	10		0%	10	10	6360969	Promotional Products	PCTOP	WoodCrafts EMS Tie-On with Sharpie	6360969.jpg	Designed in the shape of the EMS emblem, the Star of Life, this WoodCrafts Tie-On comes with a Sharpie signing pen. We encourage you to write a note on the Tie-On or bottom of the Basket to tell your EMS professional how much you appreciate their service on healthcare's front line. Perfect to write your sentiment on the back to show your respect and appreciation. $.50 from each Tie-On sold will go to the Fallen EMS Memorial Foundation. Made in the U.S.A. 2 1/2"l x 2 1/2"w	EOL:EOL
Consultant	51	P	25%	51	51	1723164	Core Products	PCTOP	Bread Basket Whitewashed	1723164.jpg	You'll be surprised by how many uses you can find for this basket -- and by how beautiful it looks. Serves bread, crackers and snacks in unique style, but also holds CDs, DVDs, keys and wallets, remotes and much more. Protector available separately, are dishwasher safe. Made in the U.S.A.<br />14 1/2"l x 7 1/2"w x 3 3/4"h; Rec. Wt. Use: 15 lbs.	EOL:EOL
Employee	51	P	50%	51	51	1723164	Core Products	PCTOP	Bread Basket Whitewashed	1723164.jpg	You'll be surprised by how many uses you can find for this basket -- and by how beautiful it looks. Serves bread, crackers and snacks in unique style, but also holds CDs, DVDs, keys and wallets, remotes and much more. Protector available separately, are dishwasher safe. Made in the U.S.A.<br />14 1/2"l x 7 1/2"w x 3 3/4"h; Rec. Wt. Use: 15 lbs.	EOL:EOL
Customer	51		0%	51	51	1723164	Core Products	PCTOP	Bread Basket Whitewashed	1723164.jpg	You'll be surprised by how many uses you can find for this basket -- and by how beautiful it looks. Serves bread, crackers and snacks in unique style, but also holds CDs, DVDs, keys and wallets, remotes and much more. Protector available separately, are dishwasher safe. Made in the U.S.A.<br />14 1/2"l x 7 1/2"w x 3 3/4"h; Rec. Wt. Use: 15 lbs.	EOL:EOL
Consultant	10		%	0	0	81722	Business Supplies	Consultant Supplies	Wishlist - Spring & Summer  2014 (30pk)	81722.jpg		EOL:EOL
Customer	10		%	0	0	81722	Business Supplies	Consultant Supplies	Wishlist - Spring & Summer  2014 (30pk)	81722.jpg		EOL:EOL
Consultant	3.5		%	0	0	81728	Business Supplies	Consultant Supplies	2014 Party Invites (100 pk)	81728.jpg		EOL:EOL
Customer	3.5		%	0	0	81728	Business Supplies	Consultant Supplies	2014 Party Invites (100 pk)	81728.jpg		EOL:EOL
Consultant	4.5		%	0	0	81721	Business Supplies	Consultant Supplies	Wishlist - Spring & Summer  2014 (10pk)	81721.jpg		EOL:EOL
Customer	4.5		%	0	0	81721	Business Supplies	Consultant Supplies	Wishlist - Spring & Summer  2014 (10pk)	81721.jpg		EOL:EOL
Customer	1.25		0%	0	0	80873	Business Supplies	Consultant Supplies	Shop Anytime Postcards Blank (25pk) (5 1/2" x 8 1/2" mails w/ first class stamp)	80873.jpg		EOL:EOL
Employee	1.25		0%	0	0	80873	Business Supplies	Consultant Supplies	Shop Anytime Postcards Blank (25pk) (5 1/2" x 8 1/2" mails w/ first class stamp)	80873.jpg		EOL:EOL
Consultant	1.25		%	0	0	80873	Business Supplies	Consultant Supplies	Shop Anytime Postcards Blank (25pk) (5 1/2" x 8 1/2" mails w/ first class stamp)	80873.jpg		EOL:EOL
Consultant	3.5		%	0	0	80709	Business Supplies	Consultant Supplies	Express Sales Receipt (100 pk)	80709.jpg		EOL:EOL
Customer	3.5		0%	0		80709	Business Supplies	Consultant Supplies	Express Sales Receipt (100 pk)	80709.jpg		EOL:EOL
Employee	3.5		0%	0	0	80709	Business Supplies	Consultant Supplies	Express Sales Receipt (100 pk)	80709.jpg		EOL:EOL
Customer	3.5		0%	0	0	80989	Business Supplies	Consultant Supplies	Show Summary Forms	80989.jpg		EOL:EOL
Employee	3.5		0%	0	0	80989	Business Supplies	Consultant Supplies	Show Summary Forms	80989.jpg		EOL:EOL
Consultant	3.5		%	0	0	80989	Business Supplies	Consultant Supplies	Show Summary Forms	80989.jpg		EOL:EOL
Consultant	3		%	0	0	81509	Business Supplies	Consultant Supplies	Guest Order Forms	81509.jpg		EOL:EOL
Customer	3		%	0	0	81509	Business Supplies	Consultant Supplies	Guest Order Forms	81509.jpg		EOL:EOL
Consultant	5		%	0	0	80782	Business Supplies	Consultant Supplies	Lapboards (6 pk) Dark Blue	80782.jpg		EOL:EOL
Customer	5		0%	0	0	81152	Business Supplies	Consultant Supplies	Lapboards (6 pk) (Red)	81152.jpg		EOL:EOL
Employee	5		0%	0	0	81152	Business Supplies	Consultant Supplies	Lapboards (6 pk) (Red)	81152.jpg		EOL:EOL
Consultant	5		%	0	0	81152	Business Supplies	Consultant Supplies	Lapboards (6 pk) (Red)	81152.jpg		EOL:EOL
Consultant	3		%	0	0	80103	Business Supplies	Consultant Supplies	Basket Restoration Form (10 pk)	80103.jpg		EOL:EOL
Customer	3		%	0	0	80103	Business Supplies	Consultant Supplies	Basket Restoration Form (10 pk)	80103.jpg		EOL:EOL
Customer	18		0%	0	0	88156	Business Supplies	Consultant Supplies	Pottery Sample Set	88156.jpg	Includes Cornflower, Paprika, Sage, Eggplant, Ivory, Tomato and Ebony Sample Chips.	EOL:EOL
Employee	18		0%	0	0	88156	Business Supplies	Consultant Supplies	Pottery Sample Set	88156.jpg	Includes Cornflower, Paprika, Sage, Eggplant, Ivory, Tomato and Ebony Sample Chips.	EOL:EOL
Consultant	18		%	0	0	88156	Business Supplies	Consultant Supplies	Pottery Sample Set	88156.jpg	Includes Cornflower, Paprika, Sage, Eggplant, Ivory, Tomato and Ebony Sample Chips.	EOL:EOL
Customer	7.5		0%	7.5	7.5	8052135	Showroom Products	Consultant Supplies	Napkin Single Botanical Fields	8052135.jpg		EOL:EOL
Employee	7.5	P	25%	7.5	7.5	8052135	Showroom Products	Consultant Supplies	Napkin Single Botanical Fields	8052135.jpg		EOL:EOL
Consultant	7.5	P	20%	7.5	7.5	8052135	Showroom Products	Consultant Supplies	Napkin Single Botanical Fields	8052135.jpg		EOL:EOL
Customer	5		0%	0	0	12655	Business Supplies	Consultant Supplies	American Pride Pin	12655.jpg		EOL:EOL
Employee	5		0%	0	0	12655	Business Supplies	Consultant Supplies	American Pride Pin	12655.jpg		EOL:EOL
Consultant	5		%	0	0	12655	Business Supplies	Consultant Supplies	American Pride Pin	12655.jpg		EOL:EOL
Consultant	20		%	0	0	62978	Business Supplies	Consultant Supplies	American Pride Pins (5 pk)	62978.jpg		EOL:EOL
Customer	20		%	0	0	62978	Business Supplies	Consultant Supplies	American Pride Pins (5 pk)	62978.jpg		EOL:EOL
Consultant	2.5		%	0	0	81635	Business Supplies	Consultant Supplies	Longaberger / TLC Small Delivery Bag 10pk (8"l x 4 /4"w x 9 1/2"h)	81635.jpg		EOL:EOL
Customer	2.5		%	0	0	81635	Business Supplies	Consultant Supplies	Longaberger / TLC Small Delivery Bag 10pk (8"l x 4 /4"w x 9 1/2"h)	81635.jpg		EOL:EOL
Consultant	0.5		%	0	0	81365	Business Supplies	Consultant Supplies	Salt/Pepper Stopper (2pk)	81365.jpg		EOL:EOL
Customer	0.5		0%	0	0	81365	Business Supplies	Consultant Supplies	Salt/Pepper Stopper (2pk)	81365.jpg		EOL:EOL
Employee	0.5		0%	0	0	81365	Business Supplies	Consultant Supplies	Salt/Pepper Stopper (2pk)	81365.jpg		EOL:EOL
Employee	1.5		0%	0		81179	Business Supplies	Consultant Supplies	Longaberger History DVD (9/09)	81179.jpg		EOL:EOL
Consultant	1.5		%	0	0	81179	Business Supplies	Consultant Supplies	Longaberger History DVD (9/09)	81179.jpg		EOL:EOL
Customer	1.5		0%	0	0	81179	Business Supplies	Consultant Supplies	Longaberger History DVD (9/09)	81179.jpg		EOL:EOL
Customer	3.5		0%	0	0	80975	Business Supplies	Consultant Supplies	Success Series Stickers	80975.jpg		EOL:EOL
Employee	3.5		0%	0	0	80975	Business Supplies	Consultant Supplies	Success Series Stickers	80975.jpg		EOL:EOL
Consultant	3.5		%	0	0	80975	Business Supplies	Consultant Supplies	Success Series Stickers	80975.jpg		EOL:EOL
Consultant	8		%	0	0	80606	Business Supplies	Consultant Supplies	Success Series Fabric Frame	80606.jpg		EOL:EOL
Customer	8		%	0	0	80606	Business Supplies	Consultant Supplies	Success Series Fabric Frame	80606.jpg		EOL:EOL
Consultant	14	P	25%	14	14	32377	Core Products	Woven Traditions® Pottery	7" Silicone Cover	32377.jpg	It's even easier TO carry food TO parties AND potlucks. This Silicone Cover seals tightly over bowls, preventing spills AND keeping food fresh. It's also more environmentally friendly than plastic wrap because it is dishwasher safe and reusable. Simply place the cover over a bowl, gently press down and an airtight seal is created. The Silicone Cover is even oven safe. Fits 8-in-1 Entertainer Small Bowl, Small Mixing Bowl, Soft Square Small Bowl, Soup and Salad Bowl, Flameware® Sauce Pan; 7”d.	EOL:EOL
Employee	14	P	50%	14	14	32377	Core Products	Woven Traditions® Pottery	7" Silicone Cover	32377.jpg	It's even easier TO carry food TO parties AND potlucks. This Silicone Cover seals tightly over bowls, preventing spills AND keeping food fresh. It's also more environmentally friendly than plastic wrap because it is dishwasher safe and reusable. Simply place the cover over a bowl, gently press down and an airtight seal is created. The Silicone Cover is even oven safe. Fits 8-in-1 Entertainer Small Bowl, Small Mixing Bowl, Soft Square Small Bowl, Soup and Salad Bowl, Flameware® Sauce Pan; 7”d.	EOL:EOL
Customer	14		%	14	14	32377	Core Products	Woven Traditions® Pottery	7" Silicone Cover	32377.jpg	It's even easier TO carry food TO parties AND potlucks. This Silicone Cover seals tightly over bowls, preventing spills AND keeping food fresh. It's also more environmentally friendly than plastic wrap because it is dishwasher safe and reusable. Simply place the cover over a bowl, gently press down and an airtight seal is created. The Silicone Cover is even oven safe. Fits 8-in-1 Entertainer Small Bowl, Small Mixing Bowl, Soft Square Small Bowl, Soup and Salad Bowl, Flameware® Sauce Pan; 7”d.	EOL:EOL
Consultant	19	P	25%	19	19	32378	Core Products	Woven Traditions® Pottery	8" Silicone Cover	32378.jpg	Perfect for reheating and storing leftovers. Simply place the cover over a bowl, gently press down and an airtight seal is created. The Silicone Cover saves money by eliminating the need for plastic wrap. The lid can be reused by just popping it into the dishwasher. Constructed of high quality food grade silicone, the lid is oven safe. Fits 6” Pie Plate, Medium Mixing Bowl, Flameware® 2 ¼ Quart Dutch Over and 8” Skillet. 8 ½”d	EOL:EOL
Employee	19	P	50%	19	19	32378	Core Products	Woven Traditions® Pottery	8" Silicone Cover	32378.jpg	Perfect for reheating and storing leftovers. Simply place the cover over a bowl, gently press down and an airtight seal is created. The Silicone Cover saves money by eliminating the need for plastic wrap. The lid can be reused by just popping it into the dishwasher. Constructed of high quality food grade silicone, the lid is oven safe. Fits 6” Pie Plate, Medium Mixing Bowl, Flameware® 2 ¼ Quart Dutch Over and 8” Skillet. 8 ½”d	EOL:EOL
Customer	19		%	19	19	32378	Core Products	Woven Traditions® Pottery	8" Silicone Cover	32378.jpg	Perfect for reheating and storing leftovers. Simply place the cover over a bowl, gently press down and an airtight seal is created. The Silicone Cover saves money by eliminating the need for plastic wrap. The lid can be reused by just popping it into the dishwasher. Constructed of high quality food grade silicone, the lid is oven safe. Fits 6” Pie Plate, Medium Mixing Bowl, Flameware® 2 ¼ Quart Dutch Over and 8” Skillet. 8 ½”d	EOL:EOL
Consultant	25	P	25%	25	25	32380	Core Products	Woven Traditions® Pottery	11" Silicone Cover	32380.jpg	Turn any bowl up to 11” into an air-tight storage container. This lid makes it easy to seal and store leftovers. It reduces  the need for foils, plastic wraps and freezer bags that just wind up in the trash. The lid can be used to keep prepared meals warm at the dinner table or to quickly stow leftovers for later enjoyment. Simply place the cover over a bowl, gently press down and an airtight seal is created. Fits Fits 8-in-1 Entertainer Large Bowl, Grandma Bonnie’s™ Pie Plate, Large Mixing Bowl, Flameware® 4 Quart Dutch Oven, 10 ½” Braiser. Oven and dishwasher safe. 11”d	EOL:EOL
Employee	25	P	50%	25	25	32380	Core Products	Woven Traditions® Pottery	11" Silicone Cover	32380.jpg	Turn any bowl up to 11” into an air-tight storage container. This lid makes it easy to seal and store leftovers. It reduces  the need for foils, plastic wraps and freezer bags that just wind up in the trash. The lid can be used to keep prepared meals warm at the dinner table or to quickly stow leftovers for later enjoyment. Simply place the cover over a bowl, gently press down and an airtight seal is created. Fits Fits 8-in-1 Entertainer Large Bowl, Grandma Bonnie’s™ Pie Plate, Large Mixing Bowl, Flameware® 4 Quart Dutch Oven, 10 ½” Braiser. Oven and dishwasher safe. 11”d	EOL:EOL
Customer	25		%	25	25	32380	Core Products	Woven Traditions® Pottery	11" Silicone Cover	32380.jpg	Turn any bowl up to 11” into an air-tight storage container. This lid makes it easy to seal and store leftovers. It reduces  the need for foils, plastic wraps and freezer bags that just wind up in the trash. The lid can be used to keep prepared meals warm at the dinner table or to quickly stow leftovers for later enjoyment. Simply place the cover over a bowl, gently press down and an airtight seal is created. Fits Fits 8-in-1 Entertainer Large Bowl, Grandma Bonnie’s™ Pie Plate, Large Mixing Bowl, Flameware® 4 Quart Dutch Oven, 10 ½” Braiser. Oven and dishwasher safe. 11”d	EOL:EOL
Consultant	35	P	25%	35	35	71705	Core Products	Home Accents	Small Fill-It Hurricane	71705.jpg	Beautiful glass hurricane that makes a stunning centerpiece or accent piece. Fill the bottom chamber with stone, potpourri, seashells or sand from vacation. Perfectly sized to hold pillar candles up to 3" in diameter. 4 3/4"d (base) x 9 1/2"h; 6 3/4" (opening at top)	EOL:EOL
Employee	35	P	50%	35	35	71705	Core Products	Home Accents	Small Fill-It Hurricane	71705.jpg	Beautiful glass hurricane that makes a stunning centerpiece or accent piece. Fill the bottom chamber with stone, potpourri, seashells or sand from vacation. Perfectly sized to hold pillar candles up to 3" in diameter. 4 3/4"d (base) x 9 1/2"h; 6 3/4" (opening at top)	EOL:EOL
Customer	35		0%	35	35	71705	Core Products	Home Accents	Small Fill-It Hurricane	71705.jpg	Beautiful glass hurricane that makes a stunning centerpiece or accent piece. Fill the bottom chamber with stone, potpourri, seashells or sand from vacation. Perfectly sized to hold pillar candles up to 3" in diameter. 4 3/4"d (base) x 9 1/2"h; 6 3/4" (opening at top)	EOL:EOL
Consultant	45	P	25%	45	45	71707	Core Products	Home Accents	Large Fill-It Hurricane	71707.jpg	The elegant glass hurricane includes a removable plate so you can fill the bottom whenever and with whatever you’d like. You could try using seashells, pine cones, stones, colorful candy, ornaments, or wine bottle corks. Perfectly sized to hold pillar candles up to 3" in diameter. 6”d (base) x 12”h; 8”d (opening at top)	EOL:EOL
Employee	45	P	50%	45	45	71707	Core Products	Home Accents	Large Fill-It Hurricane	71707.jpg	The elegant glass hurricane includes a removable plate so you can fill the bottom whenever and with whatever you’d like. You could try using seashells, pine cones, stones, colorful candy, ornaments, or wine bottle corks. Perfectly sized to hold pillar candles up to 3" in diameter. 6”d (base) x 12”h; 8”d (opening at top)	EOL:EOL
